韻,小韻,切韻,王韻,廣韻,切韻校,上字擬音,下字擬音,小韻擬音
勁,政,……,之盛,之盛,之盛,cɯ̄,ɟiàŋ,ciàŋ
勁,聖,……,識正,式正,識政,çɯ̇k,ciàŋ,çiàŋ
勁,鄭,……,直政,直正,直政,dʴɯ̇k,ciàŋ,dʴiàŋ
勁,遉,……,丑鄭,丑鄭,丑鄭,tʰʴú,dʴiàŋ,tʰʴiàŋ
勁,性,……,息正,息正,息政,sɯ̇k,ciàŋ,siàŋ
勁,令,……,力正,力政,力政,lʴɯ̇k,ciàŋ,lʴiàŋ
勁,聘,……,疋政,匹正,疋政,pʰʴi̇t,ciàŋ,pʰyàŋ
勁,夐,……,虚政,休正,虚政,xɯʌ̄,ciàŋ,xiàŋ
勁,摒,……,卑政,卑政,卑政,pyɛ̄,ciàŋ,pyàŋ
勁,偋,……,防政,防正,防政,buɑ̄ɴ,ciàŋ,byàŋ
勁,倩,……,七政,七政,七政,ʦʰi̇t,ciàŋ,ʦʰiàŋ
勁,淨,……,疾政,疾政,疾政,ʣi̇t,ciàŋ,ʣiàŋ
勁,盛,……,承政,承正,承政,ɟɯ̄ŋ,ciàŋ,ɟiàŋ
勁,詺,……,武聘,彌正,武聘,muɔ́,pʰyàŋ,myàŋ
勁,精,／,子姓,子姓,子性,ʦɯ́,siàŋ,ʦiàŋ
徑,徑,古㝎,古定,古定,古㝎,qɔ́,dɛ̀ŋ,qɛ̀ŋ
徑,寗,乃㝎,乃㝎,乃定,乃㝎,nʌ́i,dɛ̀ŋ,nɛ̀ŋ
徑,腥,息㝎,息定,蘇佞,息㝎,sɯ̇k,dɛ̀ŋ,sɛ̀ŋ
徑,脛,戶㝎,戶定,胡定,戶㝎,ʁɔ́,dɛ̀ŋ,ʁɛ̀ŋ
徑,㝎,特徑,持徑,徒徑,特徑,dʌ̇k,qɛ̀ŋ,dɛ̀ŋ
徑,矴,丁㝎,丁定,丁定,丁㝎,tɛ̄ŋ,dɛ̀ŋ,tɛ̀ŋ
徑,磬,……,苦㝎,苦定,苦㝎,qʰɔ́,dɛ̀ŋ,qʰɛ̀ŋ
徑,聽,他㝎,他定,他定,他㝎,tʰɑ̄,dɛ̀ŋ,tʰɛ̀ŋ
徑,靘,千㝎,千定,千定,千㝎,ʦʰɛ̄n,dɛ̀ŋ,ʦʰɛ̀ŋ
徑,䒌,莫㝎,莫定,莫定,莫㝎,mɑ̇q,dɛ̀ŋ,mɛ̀ŋ
徑,鎣,烏㝎,烏定,烏定,烏㝎,ʔɔ̄,dɛ̀ŋ,ʔʷɛ̀ŋ
徑,零,／,力徑,郎定,力徑,lʴɯ̇k,qɛ̀ŋ,lɛ̀ŋ
徑,熒,／,胡㝎,胡定,胡㝎,ʁɔ̄,dɛ̀ŋ,ʁʷɛ̀ŋ
宥,宥,尤救,尤救,于救,尤救,ɦū,kù,ɦù
宥,救,久右,久祐,居祐,久宥,kú,ɦù,kù
宥,胄,直右,直祐,直祐,直宥,dʴɯ̇k,ɦù,dʴù
宥,晝,陟救,陟救,陟救,陟救,tʴɯ̇k,kù,tʴù
宥,狩,舒救,舒救,舒救,書救,çɯʌ̄,kù,çù
宥,臭,尺救,尺救,尺救,尺救,cʰiȧk,kù,cʰù
宥,岫,似祐,似祐,似祐,似宥,zɯ́,ɦù,zù
宥,齅,許救,許救,許救,許救,xɯʌ́,kù,xù
宥,呪,職救,職救,職救,職救,cɯ̇k,kù,cù
宥,舊,巨救,巨救,巨救,巨救,gɯʌ́,kù,gù
宥,瘦,所祐,所救,所祐,所宥,ʂɯʌ́,ɦù,ʂù
宥,皺,側救,側救,側救,稄救,ꭧɯ̇k,kù,ꭧù
宥,副,敷救,敷救,敷救,敷救,pʰuɔ̄,kù,pʰù
宥,簉,初救,初救,初救,初救,ꭧʰɯʌ̄,kù,ꭧʰù
宥,冨,府副,府副,方副,甫副,puɔ́,pʰù,pù
宥,畜,丑救,許救,丑救,丑救,tʰʴú,kù,tʰʴù
宥,溜,力救,力救,力救,力救,lʴɯ̇k,kù,lʴù
宥,秀,息救,息救,息救,息救,sɯ̇k,kù,sù
宥,驟,鋤祐,鋤祐,鋤祐,鋤宥,ꭦɯʌ̄,ɦù,ꭦù
宥,僦,即𭕒,即就,即就,即𭕒,ʦɯ̇k,ʣù,ʦù
宥,𭕒,疾僦,疾僦,疾僦,疾僦,ʣi̇t,ʦù,ʣù
宥,糅,女救,女救,女救,女救,nʴɯʌ́,kù,nʴù
宥,復,扶冨,扶富,扶富,扶冨,buɔ̄,pù,bù
宥,狖,余救,余救,余救,余救,ʝɯʌ̄,kù,ʝù
宥,授,氶秀,承秀,承呪,承秀,ɟɯ̄ŋ,sù,ɟù
宥,輮,人又,人又,人又,仁宥,ɲīn,ɦù,ɲù
宥,𪖐,／,牛救,牛救,牛救,ŋū,kù,ŋù
𠋫,𠋫,胡遘,胡遘,胡遘,胡遘,ʁɔ̄,qɔù,ʁɔù
𠋫,𡨥,苦𠋫,苦𠋫,苦候,苦𠋫,qʰɔ́,ʁɔù,qʰɔù
𠋫,茂,莫𠋫,莫𠋫,莫候,莫𠋫,mɑ̇q,ʁɔù,mɔù
𠋫,仆,疋豆,匹豆,匹候,疋豆,pʰʴi̇t,dɔù,pʰɔù
𠋫,豆,徒𠋫,徒𠋫,徒候,徒𠋫,dɔ̄,ʁɔù,dɔù
𠋫,闘,丁豆,丁豆,都豆,丁豆,tɛ̄ŋ,dɔù,tɔù
𠋫,耨,奴豆,奴豆,奴豆,奴豆,nɔ̄,dɔù,nɔù
𠋫,瘶,蘇豆,蘇豆,蘇奏,蘇豆,sɔ̄,dɔù,sɔù
𠋫,奏,則𠋫,則𠋫,則候,則𠋫,ʦʌ̇k,ʁɔù,ʦɔù
𠋫,透,他𠋫,他𠋫,他候,他𠋫,tʰɑ̄,ʁɔù,tʰɔù
𠋫,漚,扵𠋫,扵𠋫,烏候,於𠋫,ʔɯʌ̄,ʁɔù,ʔɔù
𠋫,遘,古𠋫,古𠋫,古候,古𠋫,qɔ́,ʁɔù,qɔù
𠋫,輳,倉𠋫,倉𠋫,倉奏,倉𠋫,ʦʰɑ̄ɴ,ʁɔù,ʦʰɔù
𠋫,陋,虞𠋫*,盧𠋫,盧候,盧𠋫,lɔ̄,ʁɔù,lɔù
𠋫,蔲,呼𠋫,呼候,呼漏,呼𠋫,xɔ̄,ʁɔù,xɔù
𠋫,䏽,／,蒲𠋫,蒲候,匍𠋫,bɔ̄,ʁɔù,bɔù
𠋫,偶,／,五遘,五遘,五遘,ɴɔ́,qɔù,ɴɔù
𠋫,㔌,／,昨𠋫,才奏,昨𠋫,ʣɑ̇q,ʁɔù,ʣɔù
㓜,㓜,伊𮘸,伊謬,伊謬,伊𮘸,ʔī,mʴìu,ʔìu
㓜,𮘸,靡糿,靡幼,靡幼,靡㓜,mʴiɛ́,ʔìu,mʴìu
㓜,䠗,丘㓜,丘幼,丘繆,丘㓜,kʰū,ʔìu,kʰʴìu
㓜,𧾻,／,渠幼,巨幼,渠㓜,gɯʌ̄,ʔìu,gʴìu
沁,沁,七𫚲,七𫚲,七鴆,七𫚲,ʦʰi̇t,dʴìm,ʦʰìm
沁,祲,作𫚲,作𫚲,子鴆,作𫚲,ʦɑ̇q,dʴìm,ʦìm
沁,妊,汝𫚲,汝𫚲,汝鴆,汝𫚲,ɲɯʌ́,dʴìm,ɲìm
沁,𫚲,直任,直任,直禁,直妊,dʴɯ̇k,ɲìm,dʴìm
沁,𣏝,職𫚲,職𫚲,之任,職𫚲,cɯ̇k,dʴìm,cìm
沁,𦧈,豆禁*,巨禁,巨禁,巨禁,gɯʌ́,kʴìm,gʴìm
沁,禁,居䕃,㞐䕃,居䕃,居䕃,kɯʌ̄,ʔʴìm,kʴìm
沁,賃,乃禁,乃禁,乃禁,乃禁,nʌ́i,kʴìm,nʴìm
沁,䕃,扵禁,於禁,於禁,於禁,ʔɯʌ̄,kʴìm,ʔʴìm
沁,滲,所禁,所禁,所禁,所禁,ʂɯʌ́,kʴìm,ʂìm
沁,闖,日禁*,丑禁,丑禁,丑禁,tʰʴú,kʴìm,tʰʴìm
沁,譛,側䜟,側䜟,莊䕃,稄䜟,ꭧɯ̇k,ꭧʰìm,ꭧìm
沁,䜟,楚譛,楚譛,楚譖,楚譛,ꭧʰɯʌ́,ꭧìm,ꭧʰìm
沁,揕,陟𫚲,陟𫚲,知鴆,陟𫚲,tʴɯ̇k,dʴìm,tʴìm
沁,臨,／,力𣹰,良鴆,力祲,lʴɯ̇k,ʦìm,lʴìm
沁,吟,／,冝禁,冝禁,宜禁,ŋʴiɛ̄,kʴìm,ŋʴìm
沁,甚,／,時𫚲,時鴆,時𫚲,ɟɯ̄,dʴìm,ɟìm
𧰟,𧰟,以贍,以贍,以贍,以贍,ʝɯ́,ɟiɛ̀m,ʝiɛ̀m
𧰟,贍,市艶,市𧰟,時豔,市𧰟,ɟɯ́,ʝiɛ̀m,ɟiɛ̀m
𧰟,染,而艶,而贍,而豔,而𧰟,ɲɯ̄,ʝiɛ̀m,ɲiɛ̀m
𧰟,厭,扵艶,扵𧰟,於豔,於𧰟,ʔɯʌ̄,ʝiɛ̀m,ʔiɛ̀m
𧰟,窆,方驗,方驗,方驗,方驗,puɑ̄ɴ,ŋʴiɛ̀m,pʴiɛ̀m
𧰟,閃,式贍,式贍,舒贍,識贍,çɯ̇k,ɟiɛ̀m,çiɛ̀m
𧰟,𭋲,子艶,子𧰟,子豔,子𧰟,ʦɯ́,ʝiɛ̀m,ʦiɛ̀m
𧰟,壍,七贍,七贍,七豔,七贍,ʦʰi̇t,ɟiɛ̀m,ʦʰiɛ̀m
𧰟,殮,力驗,力驗,力驗,力驗,lʴɯ̇k,ŋʴiɛ̀m,lʴiɛ̀m
𧰟,驗,語窆,語窆,魚窆,語窆,ŋɯʌ́,pʴiɛ̀m,ŋʴiɛ̀m
𧰟,占,将艶,支豔,章豔,將𧰟,ʦɯɑ̄ɴ,ʝiɛ̀m,ciɛ̀m
𧰟,䪜,／,充豔,昌豔,充𧰟,cʰūɴ,ʝiɛ̀m,cʰiɛ̀m
𧰟,覘,／,丑厭,丑豔,丑厭,tʰʴú,ʝiɛ̀m,tʰʴiɛ̀m
𧰟,𢜰,／,扵驗,於驗,於驗,ʔɯʌ̄,ŋʴiɛ̀m,ʔʴiɛ̀m
𧰟,潛,／,疾豔,慈豔,疾𧰟,ʣi̇t,ʝiɛ̀m,ʣiɛ̀m
㮇,㮇,他念,他念,他念,他念,tʰɑ̄,nɛ̀m,tʰɛ̀m
㮇,念,奴店,奴店,奴店,奴店,nɔ̄,tɛ̀m,nɛ̀m
㮇,店,都念,都念,都念,都念,tɔ̄,nɛ̀m,tɛ̀m
㮇,䃱,先念,先念,先念,先念,sɛ̄n,nɛ̀m,sɛ̀m
㮇,磹,徒念,徒念,徒念,徒念,dɔ̄,nɛ̀m,dɛ̀m
㮇,趝,紀念,紀念,紀念,紀念,kɯ́,nɛ̀m,qɛ̀m
㮇,𨡣,扵念,於念,於念,於念,ʔɯʌ̄,nɛ̀m,ʔɛ̀m
㮇,𥋋,…念,漸念,漸念,漸念,ʣiɛ́m,nɛ̀m,ʣɛ̀m
㮇,兼,古念,古念,古念,古念,qɔ́,nɛ̀m,qɛ̀m
㮇,僣,子念,子念,子念,子念,ʦɯ́,nɛ̀m,ʦɛ̀m
㮇,傔,……,苦僭,苦念,苦念,qʰɔ́,nɛ̀m,qʰɛ̀m
㮇,稴,／,力店,力店,力店,lʴɯ̇k,tɛ̀m,lɛ̀m
證,證,諸譍,諸譍,諸應,諸譍,cɯʌ̄,ʔɯ̀ŋ,cɯ̀ŋ
證,孕,以證,以證,以證,以證,ʝɯ́,cɯ̀ŋ,ʝɯ̀ŋ
證,媵,實證,實證,實證,實證,ɮi̇t,cɯ̀ŋ,ɮɯ̀ŋ
證,認,……,而證,而證,而證,ɲɯ̄,cɯ̀ŋ,ɲɯ̀ŋ
證,譍,扵證,於證,於證,於證,ʔɯʌ̄,cɯ̀ŋ,ʔɯ̀ŋ
證,甑,子孕,子孕,子孕,子孕,ʦɯ́,ʝɯ̀ŋ,ʦɯ̀ŋ
證,興,許譍,許應,許應,許譍,xɯʌ́,ʔɯ̀ŋ,xɯ̀ŋ
證,勝,詩證,詩證,詩證,詩證,çɯ̄,cɯ̀ŋ,çɯ̀ŋ
證,眙,……,丈證,丈證,丈證,dʴɯɑ́ɴ,cɯ̀ŋ,dʴɯ̀ŋ
證,𩜁,里甑,里甑,里甑,里甑,lʴɯ́,ʦɯ̀ŋ,lʴɯ̀ŋ
證,稱,𧈪證,齒證,昌孕,蚩證,cʰɯ̄,cɯ̀ŋ,cʰɯ̀ŋ
證,丞,／,時證,常證,時證,ɟɯ̄,cɯ̀ŋ,ɟɯ̀ŋ
證,凴,／,皮孕,皮證,皮孕,bʴiɛ̄,ʝɯ̀ŋ,bʴɯ̀ŋ
證,覴,／,丑證,丑證,丑證,tʰʴú,cɯ̀ŋ,tʰʴɯ̀ŋ
嶝,嶝,都鄧,都鄧,都鄧,都鄧,tɔ̄,dʌ̀ŋ,tʌ̀ŋ
嶝,贈,昨亘,昨亘,昨亘,昨亘,ʣɑ̇q,qʌ̀ŋ,ʣʌ̀ŋ
嶝,亘,……,古嶝,古鄧,古嶝,qɔ́,tʌ̀ŋ,qʌ̀ŋ
嶝,蹭,七贈,七贈,千鄧,七贈,ʦʰi̇t,ʣʌ̀ŋ,ʦʰʌ̀ŋ
嶝,鄧,徒亘,徒亘,徒亘,徒亘,dɔ̄,qʌ̀ŋ,dʌ̀ŋ
嶝,僜,魯鄧,鲁鄧,魯鄧,魯鄧,lɔ́,dʌ̀ŋ,lʌ̀ŋ
嶝,懵,武亘,武亘,武亘,武亘,muɔ́,qʌ̀ŋ,mʌ̀ŋ
嶝,𥦜,方鄧,方鄧,方隥,方鄧,puɑ̄ɴ,dʌ̀ŋ,pʌ̀ŋ
嶝,倗,父鄧,父鄧,父鄧,父鄧,buɔ́,dʌ̀ŋ,bʌ̀ŋ
嶝,增,／,子蹭,子鄧,子蹭,ʦɯ́,ʦʰʌ̀ŋ,ʦʌ̀ŋ
嶝,𡬙,／,思贈,思贈,思贈,sɯ̄,ʣʌ̀ŋ,sʌ̀ŋ
䧟,䧟,戶韽,戶韽,戶韽,戶韽,ʁɔ́,ʔʴɛ̀m,ʁʴɛ̀m
䧟,韽,扵䧟,於陷,於陷,於䧟,ʔɯʌ̄,ʁʴɛ̀m,ʔʴɛ̀m
䧟,蘸,滓䧟,滓陷,莊陷,滓䧟,ꭧɯ́,ʁʴɛ̀m,ꭧɛ̀m
䧟,𪉜,都䧟,都陷,陟陷,都䧟,tɔ̄,ʁʴɛ̀m,tʴɛ̀m
䧟,㪠,口陷,口陷,口陷,口䧟,qʰɔú,ʁʴɛ̀m,qʰʴɛ̀m
䧟,𧸖,佇䧟,佇陷,佇陷,佇䧟,dʴɯʌ́,ʁʴɛ̀m,dʴɛ̀m
䧟,𪉦,／,公陷,公陷,公䧟,qɔūɴ,ʁʴɛ̀m,qʴɛ̀m
䧟,讒,／,士陷,仕陷,士䧟,ꭦɯ́,ʁʴɛ̀m,ꭦɛ̀m
䧟,闞,／,火陷,許鑑,火䧟,xʷɑ́,ʁʴɛ̀m,xʴɛ̀m
䧟,諵,／,儜𧸖,尼賺,儜𧸖,nʴɛ̄ŋ,dʴɛ̀m,nʴɛ̀m
鑑,鑑,恪懴,格懴,格懺,恪懴,qʰɑ̇q,ꭧʰàm,qʴàm
鑑,懴,楚監,楚鑑,楚鑒,楚鑑,ꭧʰɯʌ́,qʴàm,ꭧʰàm
鑑,覱,子鑑,子鑑,子鑑,子鑑,ʦɯ́,qʴàm,ꭧàm
鑑,㒈,許鑑,許鑑,許鑑,許鑑,xɯʌ́,qʴàm,xʴàm
鑑,釤,所鑑,所鑑,所鑑,所鑑,ʂɯʌ́,qʴàm,ʂàm
鑑,埿,蒲鑑,蒲鑑,蒲鑑,匍鑑,bɔ̄,qʴàm,bʴàm
鑑,㽉,胡懴,胡懴,胡懺,胡懴,ʁɔ̄,ꭧʰàm,ʁʴàm
鑑,鑱,士懴,士懴,士懺,士懴,ꭦɯ́,ꭧʰàm,ꭦàm
鑑,𮫏,下鑑,／,／,下鑑,ʁʴá,qʴàm,ʁʴàm
梵,梵,扶泛,扶泛,扶泛,扶泛,buɔ̄,pʰuɔ̀m,buɔ̀m
梵,泛,敷梵,敷梵,孚梵,敷梵,pʰuɔ̄,buɔ̀m,pʰuɔ̀m
梵,劒,舉欠,舉欠,居欠,舉欠,kɯʌ́,kʰɯʌ̀m,kɯʌ̀m
梵,欠,去劒,去劒,去劒,去劒,kʰɯʌ́,kɯʌ̀m,kʰɯʌ̀m
梵,俺,扵劒,於劒,於劒,於劒,ʔɯʌ̄,kɯʌ̀m,ʔɯʌ̀m
梵,𮒈,／,妄泛,亡劒,妄泛,muɑ̀ɴ,pʰuɔ̀m,muɔ̀m
屋,屋,烏谷,烏谷,烏谷,烏穀,ʔɔ̄,qɔu̇q,ʔɔu̇q
屋,獨,徒谷,徒谷,徒谷,徒穀,dɔ̄,qɔu̇q,dɔu̇q
屋,穀,古鹿,古鹿,古禄,古禄,qɔ́,lɔu̇q,qɔu̇q
屋,縠,胡谷,胡谷,胡谷,胡穀,ʁɔ̄,qɔu̇q,ʁɔu̇q
屋,哭,空谷,空谷,空谷,空穀,qʰɔūɴ,qɔu̇q,qʰɔu̇q
屋,秃,他谷,他谷,他谷,他穀,tʰɑ̄,qɔu̇q,tʰɔu̇q
屋,速,送谷,送谷,桑谷,送穀,sɔùɴ,qɔu̇q,sɔu̇q
屋,豰,丁木,丁木,丁木,丁木,tɛ̄ŋ,mɔu̇q,tɔu̇q
屋,禄,……,盧谷,盧谷,盧穀,lɔ̄,qɔu̇q,lɔu̇q
屋,嗀,呼木,呼木,呼木,呼木,xɔ̄,mɔu̇q,xɔu̇q
屋,族,昨木,昨木,昨木,昨木,ʣɑ̇q,mɔu̇q,ʣɔu̇q
屋,鏃,作木,作木,作木,作木,ʦɑ̇q,mɔu̇q,ʦɔu̇q
屋,瘯,……,千木,千木,千木,ʦʰɛ̄n,mɔu̇q,ʦʰɔu̇q
屋,曝,蒲木,蒲木,蒲木,匍木,bɔ̄,mɔu̇q,bɔu̇q
屋,扑,普木,普木,普木,普木,pʰɔ́,mɔu̇q,pʰɔu̇q
屋,卜,愽木,愽木,愽木,博木,pɑ̇q,mɔu̇q,pɔu̇q
屋,木,莫卜,莫卜,莫卜,莫卜,mɑ̇q,pɔu̇q,mɔu̇q
屋,福,方六,方六,方六,方六,puɑ̄ɴ,lʴu̇q,pu̇q
屋,伏,房六,房六,房六,房六,buɑ̄ɴ,lʴu̇q,bu̇q
屋,縮,所六,所六,所六,所六,ʂɯʌ́,lʴu̇q,ʂu̇q
屋,六,力竹,力竹,力竹,力竹,lʴɯ̇k,tʴu̇q,lʴu̇q
屋,逐,直六,直六,直六,直六,dʴɯ̇k,lʴu̇q,dʴu̇q
屋,菊,舉竹,居六,居六,舉竹,kɯʌ́,tʴu̇q,ku̇q
屋,麴,駈竹,駈竹,驅匊,驅竹,kʰuɔ̄,tʴu̇q,kʰu̇q
屋,熟,殊六,殊六,殊六,銖六,ɟuɔ̄,lʴu̇q,ɟu̇q
屋,俶,昌六,昌六,昌六,昌六,cʰɯɑ̄ɴ,lʴu̇q,cʰu̇q
屋,育,與逐,與逐,余六,與逐,ʝɯʌ́,dʴu̇q,ʝu̇q
屋,𩣽,渠竹,渠六,渠竹,渠竹,gɯʌ̄,tʴu̇q,gu̇q
屋,鼀,取育,取育,七宿,取育,ʦʰuɔ́,ʝu̇q,ʦʰu̇q
屋,粥,之六,之竹,之六,之六,cɯ̄,lʴu̇q,cu̇q
屋,肉,如竹,如竹,如六,如竹,ɲɯʌ̄,tʴu̇q,ɲu̇q
屋,叔,式竹,式竹,式竹,識竹,çɯ̇k,tʴu̇q,çu̇q
屋,蓄,許竹,許六,許竹,許竹,xɯʌ́,tʴu̇q,xu̇q
屋,竹,陟六,陟六,張六,陟六,tʴɯ̇k,lʴu̇q,tʴu̇q
屋,踀,初六,初六,初六,初六,ꭧʰɯʌ̄,lʴu̇q,ꭧʰu̇q
屋,蹙,子六,子六,子六,子六,ʦɯ́,lʴu̇q,ʦu̇q
屋,肭,女六,女六,女六,女六,nʴɯʌ́,lʴu̇q,nʴu̇q
屋,縬,側六,側六,側六,稄六,ꭧɯ̇k,lʴu̇q,ꭧu̇q
屋,蝮,芳伏,芳伏,芳福,芳伏,pʰuɑ̄ɴ,bu̇q,pʰu̇q
屋,郁,於六,於六,於六,於六,ʔɯʌ̄,lʴu̇q,ʔu̇q
屋,肅,息逐,息逐,息逐,息逐,sɯ̇k,dʴu̇q,su̇q
屋,目,莫六,莫六,莫六,莫六,mɑ̇q,lʴu̇q,mu̇q
屋,囿,于目,于目,于六,于目,ɦuɔ̄,mu̇q,ɦu̇q
屋,稸,丑六,丑六,丑六,丑六,tʰʴú,lʴu̇q,tʰʴu̇q
沃,沃,烏酷,烏酷,烏酷,烏酷,ʔɔ̄,qʰɔ̇q,ʔɔ̇q
沃,毒,徒沃,徒沃,徒沃,徒沃,dɔ̄,ʔɔ̇q,dɔ̇q
沃,篤,冬毒,冬毒,冬毒,冬毒,tɔ̄ɴ,dɔ̇q,tɔ̇q
沃,酷,苦沃,苦沃,苦沃,苦沃,qʰɔ́,ʔɔ̇q,qʰɔ̇q
沃,鵠,胡沃,胡沃,胡沃,胡沃,ʁɔ̄,ʔɔ̇q,ʁɔ̇q
沃,僕,蒲沃,蒲沃,蒲沃,匍沃,bɔ̄,ʔɔ̇q,bɔ̇q
沃,洬,先篤,先篤,先篤,先篤,sɛ̄n,tɔ̇q,sɔ̇q
沃,梏,古沃,古篤,古沃,古沃,qɔ́,ʔɔ̇q,qɔ̇q
沃,瑁,莫沃,莫沃,莫沃,莫沃,mɑ̇q,ʔɔ̇q,mɔ̇q
沃,熇,火酷,火酷,火酷,火酷,xʷɑ́,qʰɔ̇q,xɔ̇q
沃,褥,內沃,如沃,內沃,內沃,nɔ̀i,ʔɔ̇q,nɔ̇q
沃,傶,將毒,將毒,將毒,將毒,ʦɯɑ̄ɴ,dɔ̇q,ʦɔ̇q
燭,燭,之欲,之欲,之欲,之欲,cɯ̄,ʝuɔ̇q,cuɔ̇q
燭,玉,語欲,語欲,魚欲,語欲,ŋɯʌ́,ʝuɔ̇q,ŋuɔ̇q
燭,旭,許玉,許玉,許玉,許玉,xɯʌ́,ŋuɔ̇q,xuɔ̇q
燭,輂,居玉,居玉,居玉,居玉,kɯʌ̄,ŋuɔ̇q,kuɔ̇q
燭,局,渠玉,渠玉,渠玉,渠玉,gɯʌ̄,ŋuɔ̇q,guɔ̇q
燭,蜀,市玉,市玉,市玉,市玉,ɟɯ́,ŋuɔ̇q,ɟuɔ̇q
燭,觸,尺玉,尺玉,尺玉,尺玉,cʰiȧk,ŋuɔ̇q,cʰuɔ̇q
燭,辱,而蜀,而蜀,而蜀,而蜀,ɲɯ̄,ɟuɔ̇q,ɲuɔ̇q
燭,束,書蜀,書蜀,書玉,書蜀,çɯʌ̄,ɟuɔ̇q,çuɔ̇q
燭,欲,余蜀,余蜀,余蜀,余蜀,ʝɯʌ̄,ɟuɔ̇q,ʝuɔ̇q
燭,躅,直録,直録,直録,直録,dʴɯ̇k,lʴuɔ̇q,dʴuɔ̇q
燭,録,力玉,力玉,力玉,力玉,lʴɯ̇k,ŋuɔ̇q,lʴuɔ̇q
燭,曲,起玉,起玉,丘玉,起玉,kʰɯ́,ŋuɔ̇q,kʰuɔ̇q
燭,瘃,陟玉,陟玉,陟玉,陟玉,tʴɯ̇k,ŋuɔ̇q,tʴuɔ̇q
燭,贖,神燭,神玉,神蜀,神燭,ɮīn,cuɔ̇q,ɮuɔ̇q
燭,足,即玉,即玉,即玉,即玉,ʦɯ̇k,ŋuɔ̇q,ʦuɔ̇q
燭,幞,房玉,房玉,房玉,房玉,buɑ̄ɴ,ŋuɔ̇q,buɔ̇q
燭,促,七玉,七玉,七玉,七玉,ʦʰi̇t,ŋuɔ̇q,ʦʰuɔ̇q
燭,續,似玉,似足,似足,似玉,zɯ́,ŋuɔ̇q,zuɔ̇q
燭,粟,相玉,相玉,相玉,相玉,sɯɑ̄ɴ,ŋuɔ̇q,suɔ̇q
燭,䪁,封曲,封曲,封曲,封曲,puɔ̄ɴ,kʰuɔ̇q,puɔ̇q
燭,梀,丑録,丑録,丑玉,丑録,tʰʴú,lʴuɔ̇q,tʰʴuɔ̇q
覺,覺,古嶽,古嶽,古岳,古嶽,qɔ́,ɴʴɔ̇q,qʴɔ̇q
覺,嶽,五角,五角,五角,五覺,ɴɔ́,qʴɔ̇q,ɴʴɔ̇q
覺,浞,士角,士角,士角,士覺,ꭦɯ́,qʴɔ̇q,ꭦɔ̇q
覺,捉,側角,側角,側角,稄覺,ꭧɯ̇k,qʴɔ̇q,ꭧɔ̇q
覺,朔,所角,所角,所角,所覺,ʂɯʌ́,qʴɔ̇q,ʂɔ̇q
覺,斲,丁角,丁角,竹角,丁覺,tɛ̄ŋ,qʴɔ̇q,tʴɔ̇q
覺,剥,北角,北角,北角,北覺,pʌ̇k,qʴɔ̇q,pʴɔ̇q
覺,邈,莫角,莫角,莫角,莫覺,mɑ̇q,qʴɔ̇q,mʴɔ̇q
覺,雹,蒲角,蒲角,蒲角,匍覺,bɔ̄,qʴɔ̇q,bʴɔ̇q
覺,璞,疋角,匹角,匹角,疋覺,pʰʴi̇t,qʴɔ̇q,pʰʴɔ̇q
覺,㱿,苦角,苦角,苦角,苦覺,qʰɔ́,qʴɔ̇q,qʰʴɔ̇q
覺,濁,直角,直角,直角,直覺,dʴɯ̇k,qʴɔ̇q,dʴɔ̇q
覺,渥,扵角,於角,於角,於覺,ʔɯʌ̄,qʴɔ̇q,ʔʴɔ̇q
覺,搦,女角,女角,女角,女覺,nʴɯʌ́,qʴɔ̇q,nʴɔ̇q
覺,逴,勑角,勑角,敕角,勑覺,tʰʴɯ̇k,qʴɔ̇q,tʰʴɔ̇q
覺,犖,呂角,呂角,呂角,呂覺,lʴɯʌ́,qʴɔ̇q,lʴɔ̇q
覺,學,戶角,戶角,胡覺,戶覺,ʁɔ́,qʴɔ̇q,ʁʴɔ̇q
覺,㕰,許角,許角,許角,許覺,xɯʌ́,qʴɔ̇q,xʴɔ̇q
覺,娖,測角,測角,測角,測覺,ꭧʰɯ̇k,qʴɔ̇q,ꭧʰɔ̇q
質,質,之日,之日,之日,之日,cɯ̄,ɲi̇t,ci̇t
質,日,人質,人質,人質,仁質,ɲīn,ci̇t,ɲi̇t
質,實,神質,神質,神質,神質,ɮīn,ci̇t,ɮi̇t
質,秩,直質,直質,直一,直質,dʴɯ̇k,ci̇t,dʴi̇t
質,悉,息七,息七,息七,息七,sɯ̇k,ʦʰi̇t,si̇t
質,一,憶質,於逸,於悉,憶質,ʔɯ̇k,ci̇t,ʔi̇t
質,七,親𢘻,親日,親吉,親悉,ʦʰīn,si̇t,ʦʰi̇t
質,疋,譬吉,譬吉,譬吉,譬吉,pʰʴiɛ̀,kʴi̇t,pʰʴi̇t
質,吉,居質,居質,居質,居質,kɯʌ̄,ci̇t,kʴi̇t
質,暱,尼質,尼質,尼質,尼質,nʴī,ci̇t,nʴi̇t
質,逸,夷質,夷質,夷質,姨質,ʝī,ci̇t,ʝi̇t
質,詰,去吉,去吉,去吉,去吉,kʰɯʌ́,kʴi̇t,kʰʴi̇t
質,欯,許吉,許吉,許吉,許吉,xɯʌ́,kʴi̇t,xʴi̇t
質,捁,丑栗,丑栗,丑栗,丑栗,tʰʴú,lʴi̇t,tʰʴi̇t
