字	韻
㽦	邪惟真平
㽨	從・歌平
㽩	清・覃去
㽬	滂漪蒸入
㽰	生漪魚平
㽱	見娃肴上
㽱	見伊幽平
㽱	見依尤平
㽲	曉依尤上
㽳	曉威魚平
㽴	澄漪陽上
㽵	莊漪陽平
㽷	書惟脂去
㽸	常伊侵平
㽹	滂威元去
㽺	曉・談入
㽺	曉・覃入
㽺	見漪侵入
㽻	章伊支平
㽽	見・模去
㽾	疑區痕入
㽿	谿區歌平
㽿	見區歌平
㾀	谿依嚴入
㾁	曉區痕入
㾂	曉・咍平
㾄	定・東入
㾆	日伊鹽平
㾆	昌伊鹽平
㾇	明威東入
㾈	並威魚上
㾉	來・青平
㾊	生娃耕入
㾋	曉依尤平
㾍	泥・咍平
㾏	見娃佳去
㾐	來伊祭去
㾑	曉・覃入
㾑	疑・覃入
㾑	端・覃入
㾓	影區仙平
㾕	心區痕上
㾕	生漪侵上
㾕	生漪真平
㾖	來依之平
㾖	來依之上
㾙	曉依文去
㾛	清伊侵上
㾜	谿・添入
㾞	以伊尤平
㾢	來・咍平
㾢	來・咍去
㾤	谿娃江平
㾦	滂區咍平
㾧	谿區歌去
㾨	谿漪支上
㾨	影漪支平
㾩	見蛙皆平
㾪	生漪清上
㾫	滂伊先平
㾭	莊娃肴去
㾭	莊漪尤去
㾯	曉區咍平
㾰	匣・模平
㾶	見區痕入
㾷	心・齊平
㾷	心伊支平
㾹	崇娃佳平
㾹	崇娃佳去
㾺	明娃麻去
㾺	明娃刪去
㾺	徹娃刪去
㾻	澄漪魚平
㾻	澄漪魚去
㾻	徹漪魚去
㾾	曉・添平
㿃	端・泰去
㿃	知漪祭去
㿄	影娃佳去
㿄	影依之平
㿉	定區咍平
㿊	清伊先平
㿋	心・豪去
㿌	曉依嚴平
㿎	並威文去
㿎	並威文上
㿑	以伊陽入
㿒	澄漪尤去
㿒	端・豪上
㿓	見娃咸入
㿕	以伊鹽平
㿖	來・模平
㿖	來・模去
㿙	滂漪脂去
㿚	來・歌去
㿛	來・齊去
㿛	來伊支去
㿟	見・蕭上
㿣	曉・寒入
㿥	匣娃江入
㿥	匣・冬入
㿩	透・唐上
㿪	匣區寒平
㿬	幫娃麻平
㿭	徹娃庚入
㿮	影漪清平
㿮	影依陽去
㿯	端・覃入
㿱	邪惟先入
㿴	端・談入
㿷	清・豪去
㿷	初逶脂去
㿸	明威元去
㿸	明威元上
㿺	幫娃江入
㿻	見・寒平
㿼	疑・仙平
㿿	疑娃麻上
䀀	滂威嚴去
䀁	云依尤去
䀁	云依尤上
䀂	影・寒平
䀄	明・東平
䀈	曉依微去
䀈	谿依之去
䀈	谿依微去
䀉	羣漪宵平
䀊	匣娃肴上
䀊	見娃肴上
䀌	曉依蒸入
䀍	定・覃去
䀏	匣區仙去
䀏	匣區仙上
䀐	生娃銜去
䀐	生娃咸平
䀓	匣區寒去
䀕	澄漪真上
䀗	見區仙入
䀘	匣區齊平
䀙	清・齊去
䀛	明・寒入
䀛	明娃皆去
䀟	並威微去
䀠	見威魚平
䀠	見威魚去
䀡	端・添平
䀡	端・添去
䀡	徹漪鹽去
䀢	書伊侵上
䀢	書惟真去
䀢	書伊之平
䀣	明娃山入
䀣	幫漪脂去
䀨	曉蛙山入
䀩	來・唐入
䀩	來依陽入
䀫	見娃咸入
䀬	從惟先平
䀬	莊逶先平
䀮	曉區唐平
䀮	明・唐平
䀰	見・東入
䀴	疑娃咸入
䀴	疑・青上
䀵	書伊之平
䀶	來依陽去
䀷	見依嚴入
䀸	章伊祭去
䀸	徹漪祭去
䀹	精伊鹽入
䀼	日伊真去
䀽	以伊先平
䀿	章伊先入
䁁	來依陽去
䁂	匣娃山上
䁅	明娃庚去
䁅	明娃耕上
䁆	影依嚴入
䁇	明・登入
䁇	明漪蒸入
䁈	谿・齊去
䁈	端・模上
䁊	孃漪脂去
䁊	影區寒入
䁋	定・添入
䁋	曉・添入
䁌	云威文入
䁍	谿娃咸入
䁎	澄娃耕平
䁒	精伊侵入
䁓	見娃皆去
䁓	精・東去
䁓	精・東上
䁔	匣區寒上
䁔	曉威元平
䁔	曉威元上
䁕	明伊真平
䁕	明漪真平
䁘	以伊宵上
䁙	影娃刪去
䁛	見逶脂去
䁜	曉區唐上
䁝	匣區青平
䁝	以惟清平
䁝	影蛙庚上
䁢	邪惟先平
䁤	曉惟脂去
䁤	曉惟脂上
䁦	清依魚去
䁨	曉區唐入
䁩	疑依魚平
䁬	從・登平
䁮	從・添去
䁮	從伊鹽平
䁱	谿・侯平
䁱	影・侯平
䁲	明娃佳平
䁳	明・唐上
䁴	書伊先上
䁴	章伊先上
䁵	幫漪先上
䁷	見娃江入
䁷	影・冬入
䁸	孃娃江平
䁺	書伊清入
䁻	書伊陽入
䁽	來伊鹽入
䁾	明・仙入
䁿	明・登入
䂃	精伊宵去
䂄	曉威陽入
䂇	孃逶東入
䂈	定・冬平
䂌	昌惟冬平
䂎	清區寒去
䂎	精區寒去
䂎	精區寒上
䂏	端・蕭平
䂐	章惟先入
䂐	知逶真入
䂑	精・齊平
䂒	谿娃山入
䂕	曉威廢去
䂚	匣娃肴平
䂪	谿・蕭上
䂬	羣威冬平
䂬	見威冬上
䂭	谿娃肴平
䂮	來依陽入
䂳	清區歌上
䂳	初蛙麻上
䂸	見蛙耕入
䂹	見漪脂上
䂹	生漪清入
䂻	澄娃庚去
䂽	定・蕭上
䂿	定・覃入
䃀	清區咍去
䃁	影娃麻平
䃂	見區痕上
䃊	精伊清入
䃊	精依魚上
䃍	定區咍去
䃒	匣娃耕入
䃓	見・侯去
䃔	匣・冬平
䃔	匣・冬去
䃕	來娃江入
䃖	影・模上
䃗	初娃江入
䃚	清・東入
䃛	來伊先平
䃜	影・齊平
䃞	常惟東入
䃤	心・蕭上
䃤	心威東入
䃧	來・冬平
䃫	端・談上
䃬	疑區咍上
䃭	見・覃上
䃳	來伊鹽入
䃴	章伊魚平
䃵	泥・蕭上
䃸	心・添去
䃺	明・歌去
䃽	見逶支上
䃾	並伊脂去
䃾	幫伊脂去
䃾	幫伊脂上
䃿	幫威魚平
䄃	影依陽平
䄆	匣區寒入
䄆	見蛙刪入
䄈	定・侯去
䄉	疑・歌平
䄌	知逶祭去
䄍	崇娃麻去
䄓	匣蛙庚平
䄘	並娃庚平
䄚	從・豪平
䄝	徹娃江平
䄠	常伊先去
䄤	來・泰去
䄩	以伊蒸入
䄪	端・蕭上
䄬	以伊支平
䄮	幫威魚平
䄱	幫威陽平
䄲	日惟支去
䄶	並區痕入
䄶	並漪真入
䄷	常伊清入
䄻	澄娃肴平
䄼	透・添上
䄿	以伊祭去
䅀	來伊祭去
䅀	來伊先入
䅁	影・寒去
䅂	匣・唐入
䅃	羣威冬平
䅃	羣威冬上
䅊	澄娃麻平
䅊	澄娃麻去
䅊	知娃麻平
䅌	見區仙平
䅏	明威微上
䅑	日惟脂平
䅑	心惟脂平
䅓	見威魚上
䅗	心惟支去
䅘	來・咍平
䅚	谿威元上
䅜	常惟支去
䅜	定區歌上
䅝	谿・東平
䅡	心威魚上
䅢	精依尤去
䅣	匣區唐平
䅥	谿・寒入
䅥	見漪先入
䅧	影伊鹽平
䅧	影漪侵去
䅩	章伊支上
䅬	影娃佳去
䅭	並・唐平
䅳	崇逶魚平
䅵	見・冬入
䅵	章伊陽入
䅷	定・模平
䅹	來・侯上
䅻	來伊支平
䅼	明娃刪平
䅾	崇漪侵平
䅾	羣漪侵平
䆀	明區咍去
䆁	見・豪平
䆂	來伊鹽平
䆃	定・豪去
䆃	定・豪上
䆄	章伊先上
䆅	從伊脂平
䆊	從惟脂去
䆍	來・東平
䆎	心・添去
䆏	並威微去
䆏	並威微上
䆑	澄娃耕平
䆕	影區仙入
䆘	影娃銜入
䆚	定・東平
䆝	曉區仙入
䆞	影・蕭去
䆞	影・蕭上
䆟	谿・覃入
䆢	影區仙入
䆨	泥・青平
䆫	初娃江平
䆱	透・談平
䆱	透・談去
䆵	澄娃耕平
䆷	曉區仙入
䆸	知娃耕平
䆽	羣依魚平
䆾	來・談平
䆾	來・談去
䆿	疑伊祭去
䇂	谿漪先平
䇎	清依陽入
䇏	端區咍上
䇐	來伊脂去
䇐	來伊侵入
䇐	來惟脂去
䇑	並娃麻上
䇔	來區歌去
䇗	章惟冬平
䇘	匣・模去
䇜	谿依嚴上
䇝	精伊鹽平
䇞	見・談平
䇞	見・談上
䇦	影・唐上
䇨	見・東去
䇩	以伊祭去
䇫	見依之平
䇬	昌惟魚平
䇮	日伊侵上
䇯	日惟冬平
䇷	幫漪先入
䇸	澄漪清平
䇹	見威文平
䇽	章伊祭去
䇾	疑依元平
䈀	心・寒平
䈀	心・寒去
䈁	來惟真平
䈂	並・青平
䈃	章伊宵上
䈄	匣・覃平
䈇	知娃肴去
䈈	並威微平
䈉	生娃咸入
䈉	精伊鹽入
䈋	透・覃入
䈎	以伊鹽入
䈎	徹漪鹽入
䈏	並娃江入
䈐	見區咍去
䈑	見蛙麻上
䈒	泥・覃上
䈓	見・寒入
䈕	常伊支平
䈖	谿區歌平
䈗	心區歌上
䈙	澄漪尤上
䈚	定・咍平
䈚	定・咍上
䈚	心依之上
䈛	谿蛙皆去
䈛	見蛙夬去
䈜	清伊侵去
䈝	心依魚平
䈠	匣區寒上
䈥	見依文平
䈪	曉・青入
䈮	見威魚去
䈰	生娃肴平
䈱	透・豪平
䈲	並・寒平
䈲	幫・寒平
䈳	定・談入
䈵	影・東平
䈵	影・東上
䈶	以惟冬平
䈸	匣・東入
䈺	章惟東平
䈻	並・模平
䈿	明・青入
䉁	來・青平
䉂	來惟支上
䉃	精依陽上
䉈	心・寒上
䉈	心・寒入
䉉	匣・模平
䉉	見・模平
䉋	明漪脂去
䉌	邪惟脂去
䉎	定・唐平
䉑	明・模平
䉑	明威魚平
䉔	清・寒平
䉙	云威文平
䉚	明娃耕平
䉛	影威東入
䉞	端・覃上
䉠	明威微平
䉠	明漪脂平
䉢	生漪蒸入
䉣	心伊麻去
䉥	心・東上
䉦	清伊先平
䉧	來依尤平
䉧	來依尤上
䉨	疑依微去
䉬	幫威廢去
䉭	來伊鹽入
䉮	來伊真去
䉰	匣娃肴上
䉰	見娃肴平
䉰	見娃肴上
䉳	心伊先平
䉳	心伊先上
䉴	日伊陽平
䉵	崇逶先去
䉶	生娃江平
䉷	疑依嚴平
䉹	來・青平
䉺	匣・東平
䉻	羣伊支平
䉽	幫・寒上
䉾	幫漪脂去
䊀	匣・模平
䊆	羣依尤上
䊈	明區咍平
䊉	心・覃上
䊊	明威微去
䊋	莊漪陽平
䊋	莊漪陽去
䊎	谿威元上
䊓	常伊支去
䊓	澄漪支上
䊝	心伊先入
䊝	心伊真入
䊞	知娃耕入
䊟	明區痕平
䊠	曉依微去
䊡	明・寒平
䊤	定・覃平
䊤	定・覃上
䊦	影・仙入
䊧	滂伊脂去
䊧	滂威微去
䊫	清區咍上
䊬	徹蛙麻上
䊭	定・豪去
䊮	定・青入
䊳	明漪支平
䊵	羣依尤平
䊷	莊漪之平
䋂	匣娃肴平
䋃	明・豪去
䋈	孃娃麻上
䋉	匣區仙入
䋊	章伊清平
䋎	澄娃山去
䋐	云威元入
䋖	以惟真入
䋙	日伊之上
䋛	明・齊上
䋟	羣依之去
䋢	幫・仙入
䋢	滂・仙入
䋤	以伊陽入
䋨	滂威魚上
䋪	影・歌平
䋫	莊娃耕平
䋭	以惟東入
䋰	見威冬入
䋱	來・咍平
䋵	來・談入
䋵	影漪祭去
䋷	明依尤平
䋷	明漪幽平
䋸	邪惟真平
䋻	孃漪侵平
䋼	透・青平
䋾	知娃麻上
䋿	影區咍平
䌌	清伊鹽入
䌎	來依陽入
䌐	明・青入
䌑	見・仙平
䌖	從伊鹽入
䌖	精伊侵入
䌗	滂威魚上
䌘	幫・仙入
䌜	孃漪鹽入
䌞	來伊鹽上
䌟	並娃耕入
䌠	曉・添平
䌠	見娃咸平
䌠	谿・添平
䌠	見・覃平
䌥	影依文上
䌦	定・豪去
䌦	定・青入
䌨	清・寒入
䌪	以伊鹽上
䌭	精伊宵平
䌳	心伊支平
䌳	書伊支平
䌳	昌伊支平
䌴	來區歌去
䌵	章惟冬入
䍃	以伊尤平
䍄	端・添上
䍆	知漪魚上
䍇	定・談入
䍊	見娃肴平
䍊	谿・青入
䍌	並・侯平
䍌	並・侯上
䍌	並依尤平
䍍	谿・侯去
䍍	谿・東入
䍍	幫依尤平
䍎	清・仙去
䍎	清區痕去
䍐	曉・寒去
䍐	曉・寒上
䍔	見蛙庚平
䍖	並依尤平
䍖	滂娃肴平
䍘	明伊支平
䍙	明區咍平
䍙	明區咍去
䍙	明威魚上
䍛	見・模去
䍜	知娃肴去
䍝	透・覃入
䍡	來・東入
䍢	明威魚平
䍤	精・齊上
䍥	來・青入
䍦	來伊支平
䍧	精・唐平
䍨	滂・寒入
䍫	定・歌平
䍬	滂娃耕平
䍮	澄漪宵上
䍱	邪依魚平
䍲	孃娃佳平
䍴	影逶支去
䍴	影逶支上
䍶	澄漪真平
䍶	端・東平
䍶	端・東去
䍸	幫・唐入
䍺	匣蛙刪平
䍺	匣蛙刪去
䍻	心惟先去
䍻	邪惟先去
䍼	精・覃平
䍼	精・覃入
䍽	來・青入
䍿	匣區唐平
䎀	曉威元入
䎂	幫・豪上
䎃	日伊鹽上
䎄	曉・蕭平
䎈	以伊祭去
䎌	初逶東入
䎑	來・東入
䎒	章伊先上
䎒	莊娃刪上
䎔	滂威魚平
䎕	曉蛙庚平
䎕	曉蛙耕平
䎖	精・登平
䎗	羣伊宵平
䎘	生逶東入
䎘	心威東入
䎙	滂伊真平
䎠	匣區寒平
䎠	日伊之平
䎠	泥區歌平
䎤	羣威冬入
䎦	以伊鹽上
䎧	並娃江上
䎨	影依嚴入
䎩	莊漪之平
䎪	泥・登入
䎫	初娃江平
䎫	初娃江去
䎮	透・齊去
䎯	曉・寒去
䎰	從・唐入
䎳	疑蛙刪入
䎶	日伊之去
䎷	滂威魚去
䎷	章惟魚去
䎸	疑・模去
䎺	章伊祭去
䎿	從依尤平
䎿	精依尤平
䏁	精・咍上
䏂	心・侯上
䏃	明・仙平
䏄	端・齊上
䏅	清・齊去
䏆	從・豪平
䏆	從伊宵平
䏇	滂伊宵去
䏉	書伊侵入
䏍	影區仙去
䏐	見區仙入
䏒	滂・仙去
䏔	孃漪尤上
䏕	日伊侵上
䏖	澄漪真上
䏖	以伊真去
䏖	以伊真上
䏘	滂伊真入
䏙	透・覃上
䏟	並・仙入
䏣	清依魚平
䏣	清依魚去
䏧	孃娃麻去
䏨	曉區咍上
䏪	日伊之去
䏰	日惟真去
䏳	章伊先入
䏵	明・冬上
䏷	匣・寒去
䏼	從・寒平
䏼	從・寒去
䏽	並・侯平
䏽	並・侯去
䏽	並・侯上
䏿	谿・齊去
䏿	谿・齊上
䐀	見漪支去
䐁	端・東入
䐁	知娃江入
䐃	羣逶真上
䐄	匣・談去
䐄	匣娃咸去
䐄	匣・覃去
䐅	曉伊脂平
䐆	清・咍去
䐇	明伊真上
䐈	澄漪蒸入
䐈	章伊蒸入
䐎	定・齊平
䐎	端・齊平
䐏	昌惟真上
䐑	澄漪鹽入
䐒	知娃麻平
䐒	知娃麻去
䐓	日伊尤平
䐗	知漪魚平
䐘	羣依陽入
䐚	精依蒸入
䐜	昌伊真平
䐝	心區歌去
䐞	日伊陽入
䐠	曉・唐平
䐢	初逶魚去
䐢	莊漪尤去
䐣	心區痕上
䐤	初娃麻平
䐤	初娃佳平
䐥	影・東上
䐨	見・東入
䐩	見・咍平
䐩	谿・咍上
䐩	見區咍平
䐫	清威冬平
䐬	從・豪平
䐮	初娃山上
䐯	來蛙皆平
䐲	澄漪侵入
䐴	見區咍去
䐴	見區泰去
䐶	精伊侵上
䐶	精・覃平
䐷	端・寒平
䐸	曉蛙耕入
䐹	心・蕭去
䐹	生漪尤平
䐺	透・覃去
䐻	見・模平
䐼	匣・齊去
䐼	匣・仙入
䐾	定・唐入
䐿	影・豪去
䐿	影・豪上
䐿	影威東入
䑁	影・冬入
䑁	影・東入
䑂	以伊廢上
䑃	明・東平
䑄	並伊脂去
䑄	並漪脂去
䑄	滂漪脂去
䑇	章伊真入
䑈	幫娃江入
䑋	日伊陽上
䑎	清伊鹽平
䑎	初娃咸上
䑏	羣逶先平
䑑	並・冬入
䑑	並・東入
䑔	並威元入
䑔	滂威廢去
䑕	書伊魚上
䑗	定・唐上
䑘	從・歌平
䑜	透・添入
䑞	書惟真去
䑠	來・蕭上
䑡	初娃麻平
䑢	疑區痕入
䑣	徹漪侵平
䑥	疑・覃入
䑦	見・侯平
䑫	幫娃耕平
䑯	定・齊上
䑳	來惟真平
䑴	羣依之平
䑶	清・仙去
䑹	心・豪平
䑼	莊漪尤平
䑿	心威東入
䒀	並・模去
䒀	滂威魚平
䒁	邪伊侵入
䒆	徹漪先入
䒈	並威微上
䒉	明威魚上
䒊	曉・齊平
䒌	明・青去
䒍	滂・唐上
䒎	明・唐上
䒏	心・登平
䒐	明・登平
䒒	端・蕭平
䒓	谿娃佳上
䒕	心伊宵上
䒗	曉依文入
䒗	谿依文入
䒘	心惟脂平
䒚	書伊宵上
䒞	澄漪侵平
䒞	以伊侵平
䒞	端・談上
䒢	疑・唐平
䒢	疑依陽上
䒦	滂威嚴平
䒦	滂威嚴去
䒧	谿依魚平
䒧	谿依魚去
䒨	邪伊脂上
䒩	匣區歌平
䒪	並漪先去
䒰	谿威陽平
䒱	章伊蒸平
䒲	知娃麻去
䒴	云依尤上
䒶	透・仙平
䒷	見區寒入
䒸	曉區仙入
䒹	來區咍去
䒼	谿威冬入
䓂	疑依元平
䓃	影漪侵入
䓄	疑漪真平
䓄	疑依文平
䓈	以惟清入
䓈	以惟支上
䓉	以伊麻平
䓊	疑・模平
䓌	章伊之去
䓍	匣・寒上
䓏	滂威魚平
䓘	見・豪平
䓙	谿蛙佳平
䓛	見區痕入
䓜	章伊脂平
䓞	來・齊去
䓠	端・談入
䓠	透・覃入
䓣	來依陽上
䓭	初娃刪入
䓮	明・豪上
䓮	明・侯去
䓲	以惟祭去
䓲	以惟先入
䓳	匣娃皆平
䓳	匣・痕上
䓴	日惟先上
䓵	滂威魚平
䓶	來・泰去
䓶	來・寒入
䓾	心・歌平
䔁	來伊真入
䔂	莊漪之上
䔃	精・模上
䔄	以伊宵平
䔄	以伊宵去
䔇	匣區咍去
䔇	谿依微上
䔌	見・豪平
䔏	初漪尤去
䔑	以伊麻平
䔑	邪伊麻平
䔕	並・模平
䔖	來依蒸平
䔚	船惟真平
䔛	谿惟清上
䔜	透・談平
䔞	來惟真入
䔟	以伊支平
䔠	生娃肴上
䔬	以伊之去
䔭	泥・青上
䔮	心伊支平
䔯	谿・模去
䔰	滂威東入
䔰	幫依尤去
䔲	端・登平
䔴	初漪蒸入
䔵	見娃刪平
䔷	羣漪侵平
䔷	羣依蒸平
䔸	幫漪宵上
䔺	以惟支平
䔺	以惟支上
䔽	影・泰去
䔽	影漪祭去
䔾	谿漪祭去
䔿	精區痕上
䕁	幫威微上
䕃	影漪侵去
䕄	章伊蒸平
䕅	心・豪上
䕆	定・侯上
䕇	匣區咍上
䕇	見區咍平
䕈	心・添入
䕍	以伊祭去
䕓	初娃山入
䕘	來・青平
䕘	來伊清上
䕙	從・仙入
䕞	來・唐去
䕡	來依魚平
䕦	以伊清平
䕧	匣娃肴上
䕧	見娃肴上
䕩	來・豪上
䕪	澄娃庚入
䕭	邪伊鹽平
䕸	匣娃山入
䕸	見娃皆平
䕹	從・添入
䕹	從・覃入
䕺	從・東平
䕻	來・齊去
䕻	來伊支平
䕼	日伊先平
䖃	以伊陽入
䖆	日伊陽上
䖆	孃漪陽去
䖊	疑依廢去
䖏	昌伊魚去
䖐	疑依文平
䖑	明・青入
䖒	曉漪支平
䖔	曉・談去
䖔	谿・談上
䖘	定・模平
䖙	定・齊平
䖙	透・齊平
䖜	疑漪真平
䖡	孃逶東入
䖢	明伊宵平
䖤	影威元上
䖦	章惟先入
䖧	泥・寒入
䖩	並伊真入
䖪	精伊支平
䖭	見逶先去
䖮	曉依陽上
䖯	谿區齊平
䖱	谿威陽平
䖲	邪惟真平
䖳	澄娃麻去
䖵	見區痕平
䖶	曉區咍平
䖹	明伊支上
䖻	來依尤平
䗁	羣漪支上
䗁	谿漪支平
䗂	曉・模上
䗃	崇娃刪去
䗃	崇娃刪上
䗅	澄漪陽平
䗆	見區寒上
䗇	羣威東入
䗏	生漪尤平
䗐	書伊支平
䗐	書伊支去
䗓	清・東平
䗔	匣・侯平
䗗	見・齊平
䗘	見・談入
䗚	幫・唐入
䗛	心依尤平
䗛	心威東入
䗠	邪惟先平
䗡	云漪先平
䗣	匣・談平
䗣	匣・談去
䗤	以惟冬平
䗥	清威冬平
䗥	精・東平
䗧	谿・唐平
䗪	章伊麻去
䗪	章伊清入
䗯	精伊真去
䗰	見區寒去
䗱	並・冬入
䗱	並・東入
䗲	來伊真去
䗵	見依陽平
䗶	來・談入
䗷	影依蒸入
䗽	以惟脂去
䗿	泥・青上
䘀	並依尤上
䘃	明・登入
䘄	章伊魚去
䘅	泥・登入
䘆	曉依文上
䘆	曉依元上
䘇	明威文平
䘌	孃漪真入
䘎	影蛙刪平
䘒	精區咍平
䘓	谿・覃去
䘝	以伊蒸入
䘢	知漪魚上
䘨	見・蕭上
䘪	昌惟東平
䘯	生娃肴平
䘰	以伊先平
䘰	書伊先平
䘱	以惟魚去
䘳	見漪侵平
䘷	幫・仙入
䘸	以伊清入
䘸	章伊清入
䘼	影威元上
䘽	疑・齊平
䘽	疑・齊上
䘽	疑・仙入
䘾	見區寒去
䘾	見區寒上
䘿	羣威文入
䙃	定區歌去
䙄	莊娃咸入
䙄	初漪侵入
䙅	影伊宵平
䙇	日惟先平
䙈	匣・侯平
䙎	匣娃佳平
䙏	幫・唐入
䙐	谿娃耕入
䙔	影・侯平
䙔	影・侯去
䙔	影・侯上
䙔	影威魚平
䙕	心威冬上
䙕	精威冬上
䙘	初漪魚上
䙘	精威東入
䙟	云威微平
䙡	谿逶脂去
䙡	谿威微去
䙢	精依蒸去
䙬	影娃耕去
䙭	谿漪先平
䙭	見漪先上
䙱	常惟冬入
䙲	匣區仙平
䙵	匣區齊平
䙷	疑・咍去
䙷	端・登入
䙼	常伊宵上
䙽	曉・仙入
䙾	書伊支平
䚄	來・東入
䚄	來威冬入
䚅	來・咍去
䚇	生漪清上
䚈	見惟先去
䚋	云威文去
䚌	見・豪平
䚎	徹娃江平
䚎	徹娃江去
䚐	從・青入
䚐	透・青入
䚔	滂伊真去
䚔	幫伊真平
䚔	幫伊真去
䚕	來・齊去
䚕	來伊脂去
䚘	崇娃庚平
䚙	曉威元平
䚙	曉漪支平
䚜	幫・齊平
䚝	從區痕入
䚠	匣區痕上
䚡	心・咍平
䚢	徹漪祭去
䚢	徹漪先入
䚣	定・齊平
䚣	端・齊平
䚥	孃娃江入
䚦	澄漪支上
䚧	來依尤平
䚨	並・寒入
䚨	幫威廢去
䚩	見漪宵上
䚫	匣・青入
䚫	見娃江入
䚭	曉威元平
䚮	日伊蒸平
䚳	章伊支去
䚴	疑蛙刪入
䚷	影・齊平
䚷	影・齊上
䚹	滂伊支上
䚻	以伊尤平
䛄	影威元去
䛄	影威元上
䛅	曉娃銜入
䛆	澄漪尤去
䛈	書伊脂去
䛋	羣漪支去
䛋	清伊支去
䛌	定・豪平
䛍	幫威微去
䛎	曉區仙入
䛕	以惟魚平
䛗	章伊脂上
䛘	日伊侵平
䛘	孃漪侵平
䛚	來依陽入
䛛	匣區咍去
䛝	泥・豪平
䛞	匣・寒上
䛠	端・侯去
䛢	透・東入
䛢	透區歌平
䛥	曉依文入
䛩	影・模上
䛪	谿威東去
䛬	定・豪平
䛭	曉娃庚去
䛮	羣依尤上
䛳	影依嚴去
䛹	清・仙去
䛻	以伊尤上
䛽	莊娃咸入
䛾	心・模去
䜃	端區咍平
䜅	常惟脂平
䜅	以惟脂平
䜅	清・侯平
䜆	章伊鹽入
䜈	初娃肴平
䜉	初漪真入
䜋	匣區咍去
䜋	匣區咍上
䜌	來區寒平
䜌	來惟先平
䜌	來惟先去
䜏	透區歌平
䜐	曉惟支平
䜑	影・模去
䜒	影・豪去
䜕	曉娃夬去
䜕	曉娃皆去
䜕	明娃夬去
䜙	疑・覃平
䜚	定・覃入
䜜	以惟支去
䜝	透區寒上
䜢	曉依元上
䜪	羣依尤平
䜫	見娃江平
䜮	來・豪平
䜮	來・蕭平
䜯	羣威東入
䜱	明・寒平
䜲	來伊鹽入
䜴	初逶魚去
䜶	匣娃江平
䜷	清伊侵平
䜸	明區咍上
䜺	初漪清入
䜼	見・東入
䜽	以惟魚平
䜾	影漪侵平
䝁	來・豪平
䝄	生娃江平
䝋	精・冬去
䝍	見威文去
䝏	來・侯平
䝏	來威魚平
䝐	以惟支平
䝐	以惟支上
䝑	徹逶冬平
䝒	崇逶魚上
䝕	章伊鹽入
䝖	莊娃肴上
䝚	孃漪脂平
䝜	心區寒平
䝟	影娃山入
䝡	明威元去
䝢	明・寒去
䝣	羣依魚平
䝤	來・豪上
䝤	知娃肴上
䝦	章惟東平
䝪	生漪魚上
䝭	見・侯去
䝮	匣區仙去
䝶	來依陽平
䝷	知漪支平
䝸	羣漪支去
䝹	影區寒上
䝻	見依魚平
䝼	從伊清平
䝼	從伊清去
䞀	匣・侯去
䞁	影依元去
䞁	影依元上
䞂	日惟先上
䞃	知漪脂去
䞈	見逶支去
䞋	初漪真去
䞓	徹漪清平
䞔	明威微上
䞕	日惟魚平
䞗	清・咍平
䞗	初娃皆平
䞘	羣依文入
䞙	精・覃入
䞚	羣伊支平
䞚	谿漪支上
䞞	並威文入
䞠	章伊清入
䞣	昌伊麻去
䞣	清伊麻去
䞤	羣威魚平
䞤	滂威魚上
䞥	云依尤去
䞦	匣娃庚入
䞧	匣・侯去
䞨	谿惟支上
䞩	匣娃咸入
䞪	從依陽去
䞭	清依尤去
䞮	透・模平
䞯	滂威魚去
䞰	崇蛙耕入
䞳	並・登入
䞳	滂・侯去
䞳	滂威魚去
䞴	知娃肴平
䞴	知娃肴去
䞵	見逶先入
䞷	羣威元入
䞽	生漪清入
䞾	澄漪支平
䞿	曉依元平
䞿	谿依元平
䟂	明・寒平
䟂	明區痕平
䟃	清・覃平
䟃	清・覃入
䟄	崇蛙耕入
䟄	清伊清入
䟅	從伊鹽上
䟆	幫伊真入
䟇	見依微平
䟉	章惟冬入
䟊	羣依魚平
䟍	幫・仙平
䟍	影漪先上
䟎	從・寒上
䟎	精・寒去
䟏	來・青入
䟏	書伊陽入
䟐	來・青入
䟑	以伊陽入
䟒	羣逶先平
䟓	知娃耕平
䟓	徹娃庚平
䟓	徹漪清平
䟔	滂威魚去
䟗	常伊支上
䟘	匣・唐上
䟘	見・唐上
䟙	清・仙入
䟛	並・寒入
䟛	幫威微去
䟝	透・侯去
䟠	曉威元入
䟡	端・齊去
䟣	徹逶真入
䟧	定・仙平
䟨	明伊真上
䟫	澄娃庚平
䟫	昌伊陽上
䟯	谿區寒入
䟴	章伊真去
䟵	羣依尤平
䟷	徹漪祭去
䟸	羣逶脂平
䟸	見逶脂平
䟹	來惟先入
䟺	並・泰去
䟺	幫・泰去
䟽	生漪魚平
䟽	生漪魚去
䟾	知逶先入
䟿	來威冬入
䠄	透・仙上
䠆	澄漪陽平
䠇	羣威文入
䠇	見威文入
䠈	透區痕入
䠊	並威微去
䠍	匣娃麻平
䠐	谿區青入
䠑	谿惟支上
䠗	曉威東去
䠗	谿伊幽去
䠘	滂・齊去
䠙	並・唐平
䠚	影蛙麻去
䠛	以伊宵平
䠟	定・添入
䠠	端・齊去
䠡	從・歌平
䠢	明威東去
